Identifiant de l'opération;Titre de l'opération;Titre du projet lauréat;Edition;Thématique;Direction pilote de l'opération;Type de financement de l'opération;Adresse de l'opération;Arrondissement de l'opération;Longitude;Latitude;Opération en Quartier Populaire;Quartier de l'opération;Avancement de l'opération;Date de début des études de l'opération;Date de lancement des procédures de l'opération;Date de lancement des travaux de l'opération;Date prévisonnelle de livraison de l'opération;Date d'ouverture de l'opération au public;Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet;geo_shape;geo_point_2d
4450;Embellissement des escaliers du passage du Pont-aux-Biches;Embellissement des escaliers du passage du Pont-aux-Biches;2018;Culture et patrimoine;Direction des Affaires Culturelles;179;passage du Pont-aux-Biches;75003;2.3586;48.8677;non;181;PROCEDURES;2019-03;2021-01;2026-04;2026-06;;6006;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001401;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6006&portlet_id=158;Direction des Affaires Culturelles;40000;Budget participatif d’arrondissement;passage du Pont-aux-Biches;75003;Non;PROCEDURES;2019-03;2021-01;2026-04;2026-06;;;"{""coordinates"": [2.358600000031044, 48.86769999980241], ""type"": ""Point""}";48.86769999980241, 2.358600000031044
4472;Rénovation de la rue de Belleville;Rénovation de la rue de Belleville;2018;Cadre de vie;Direction de la Voirie et des Déplacements;;rue de Belleville;75020;2.3918;48.8746;oui;30;FIN;2019-02;;;2019-05;2019-05;6194;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001659;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6194&portlet_id=158;Direction de la Voirie et des Déplacements;750000;Budget participatif d’arrondissement;rue de Belleville;75020;Oui;FIN;2019-02;;;2019-05;2019-05;;"{""coordinates"": [2.3918000001865414, 48.874599999675894], ""type"": ""Point""}";48.874599999675894, 2.3918000001865414
4496;Une salle dédiée aux Sports de Combat dans le 18e;Une salle dédiée aux Sports de Combat dans le 18e;2018;Sport;Direction de la Jeunesse et des Sports;;12 rue des Amiraux;75018;2.3513;48.8946;oui;19;FIN;2018-12;2019-03;2020-07;2022-01;2022-01;6238;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002029;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6238&portlet_id=158;Direction de la Jeunesse et des Sports;300000;Budget participatif d’arrondissement;Gymnase 12 rue des Amiraux;75018;Oui;FIN;2018-12;2019-03;2020-07;2022-01;2022-01;;"{""coordinates"": [2.351300000423598, 48.89459999999755], ""type"": ""Point""}";48.89459999999755, 2.351300000423598
4516;Des places de stationnement pour les deux roues;Des places de stationnement pour les deux roues;2018;Prévention et sécurité;Direction de la Voirie et des Déplacements;;16, Rue des Batignolles;75017;2.32212;48.88431;non;26;FIN;2019-01;2019-03;2019-10;;2021-04;6164;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002100;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6164&portlet_id=158;Direction de la Voirie et des Déplacements;72500;Budget participatif d’arrondissement;16-20 Rue des Batignolles;75017;Non;FIN;2019-01;2019-03;2019-10;;2021-04;;"{""coordinates"": [2.322119999529672, 48.88430999980503], ""type"": ""Point""}";48.88430999980503, 2.322119999529672
4524;De nouvelles rues intelligentes dans le 15e;De nouvelles rues intelligentes dans le 15e;2018;Environnement;Direction de la Voirie et des Déplacements;Régie;Rue de vaugirard;75015;2.315;48.841;non;91;FIN;2019-06;;2019-12;2020-02;2021-09;6084;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002116;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6084&portlet_id=158;Direction de la Voirie et des Déplacements;900000;Budget participatif d’arrondissement;Rue de vaugirard;75015;Non;FIN;2019-06;;2019-12;2020-02;2025-01;;"{""coordinates"": [2.315000000365825, 48.84100000014544], ""type"": ""Point""}";48.84100000014544, 2.315000000365825
4562;Rue Dautancourt;Poursuivre la végétalisation des rues du 17e arrondissement;2018;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;Rue Dautancourt;75017;2.3246;48.8898;non;67;FIN;2018-10;2020-02;2021-10;;2021-12;6166;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002102;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6166&portlet_id=158;Direction des Espaces Verts et de l’Environnement;100000;Budget participatif d’arrondissement;16 rue des Batignolles;75017;Non;FIN;2018-10;2019-02;2019-03;2019-10;2021-12;;"{""coordinates"": [2.3246000002979086, 48.88980000002215], ""type"": ""Point""}";48.88980000002215, 2.3246000002979086
4567;De nouveaux équipements dans les squares et jardins du 12e / jardin de Reuilly;De nouveaux équipements dans les squares et jardins du 12e;2018;Cadre de vie;Direction des Espaces Verts et de l’Environnement;Régie;15 Rue Albinoni;75012;2.3884;48.8428;non;186;FIN;2018-10;2019-08;2019-09;2022-12;2022-12;6290;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002131;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6290&portlet_id=158;Direction des Espaces Verts et de l’Environnement;500000;Budget participatif d’arrondissement;1 rue Antoine Vollon;75012;Non;FIN;2018-10;2019-03;2019-04;2019-05;2023-07;;"{""coordinates"": [2.388400000335913, 48.84279999964018], ""type"": ""Point""}";48.84279999964018, 2.388400000335913
4594;Embellissement d’un poumon vert du Quartier St-Bernard / square Majorelle;Embellissement d’un poumon vert du Quartier St-Bernard;2018;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;30 Rue de la Forge Royale;75011;2.381;48.8523;non;25;FIN;2018-10;2020-12;2021-12;2022-08;2022-07;6342;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001702;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6342&portlet_id=158;Direction des Espaces Verts et de l’Environnement;160000;Budget participatif d’arrondissement;esplanade renée lebas;75011;Non;FIN;2018-10;2020-12;2021-12;2022-08;2022-07;;"{""coordinates"": [2.3809999994826927, 48.85230000042868], ""type"": ""Point""}";48.85230000042868, 2.3809999994826927
4632;Signalétique Viaduc des Arts sur la passerelle bvd Diderot (côté gare de Lyon);Aménagement de l'avenue Daumesnil, le long du Viaduc des Arts;2016;Cadre de vie;Direction de l’Attractivité et de l’Emploi;;75, Avenue Daumesnil;75012;2.37811;48.84615;non;16;FIN;2018-09;2018-10;2019-01;2019-02;2019-02;2502;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002527;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2502&portlet_id=158;Direction de la Voirie et des Déplacements;800000;Budget participatif d’arrondissement;135 Avenue Daumesnil;75012;Non;FIN;2017-04;2018-05;2019-01;2019-02;2021-08;;"{""coordinates"": [2.3781099997015893, 48.84615000035889], ""type"": ""Point""}";48.84615000035889, 2.3781099997015893
4652;Cultiver dans les écoles / Ecole 3/5;Cultiver dans les écoles;2014;Education et jeunesse;Direction des Affaires Scolaires;Régie;2 Rue Eugène Spuller;75003;2.3615;48.864;non;204;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;;"{""coordinates"": [2.3614999994642383, 48.86400000024611], ""type"": ""Point""}";48.86400000024611, 2.3614999994642383
4670;Cultiver dans les écoles / Ecole 2/4;Cultiver dans les écoles;2014;Education et jeunesse;Direction des Affaires Scolaires;Régie;78 Rue Bonaparte;75006;2.3326;48.8505;non;111;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;;"{""coordinates"": [2.3325999995859052, 48.85049999990363], ""type"": ""Point""}";48.85049999990363, 2.3325999995859052
4682;Cultiver dans les écoles / Ecole 5/6;Cultiver dans les écoles;2014;Education et jeunesse;Direction des Affaires Scolaires;Régie;6 Rue Drouot;75009;2.3405;48.8726;non;185;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;;"{""coordinates"": [2.340499999924507, 48.8726000002455], ""type"": ""Point""}";48.8726000002455, 2.340499999924507
4731;Cultiver dans les écoles / Ecole 11/17;Cultiver dans les écoles;2014;Education et jeunesse;Direction des Affaires Scolaires;Régie;1 Place d'Italie;75013;2.3553;48.8323;non;122;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;;"{""coordinates"": [2.3552999998625657, 48.83230000024383], ""type"": ""Point""}";48.83230000024383, 2.3552999998625657
4759;Cultiver dans les écoles / Ecole 10/23;Cultiver dans les écoles;2014;Education et jeunesse;Direction des Affaires Scolaires;Régie;31 Rue Peclet;75015;2.2999;48.8415;non;116;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;;"{""coordinates"": [2.2998999999791097, 48.84150000019552], ""type"": ""Point""}";48.84150000019552, 2.2998999999791097
4800;Cultiver dans les écoles / Ecole 17/20;Cultiver dans les écoles;2014;Education et jeunesse;Direction des Affaires Scolaires;Régie;16 Rue des Batignolles;75017;2.3223;48.8842;non;26;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;;"{""coordinates"": [2.3222999997330644, 48.88419999992031], ""type"": ""Point""}";48.88419999992031, 2.3222999997330644
4813;Cultiver dans les écoles / Ecole 10/30;Cultiver dans les écoles;2014;Education et jeunesse;Direction des Affaires Scolaires;Régie;1 Place Jules Joffrin;75018;2.3447;48.8923;non;41;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;;"{""coordinates"": [2.344700000350799, 48.89229999996076], ""type"": ""Point""}";48.89229999996076, 2.344700000350799
4836;Cultiver dans les écoles / Ecole 3/21;Cultiver dans les écoles;2014;Education et jeunesse;Direction des Affaires Scolaires;Régie;5 Place Armand Carrel;75019;2.3819;48.8828;non;75;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;;"{""coordinates"": [2.381900000083705, 48.882800000164046], ""type"": ""Point""}";48.882800000164046, 2.381900000083705
4882;Reconquête urbaine / Quartier St Blaise;Reconquête urbaine;2014;Cadre de vie;Direction de la Démocratie, des Citoyens et des Territoires;Subvention;54 rue saint blaise;75020;2.407;48.858;oui;113;FIN;2015-01;2015-06;2015-07;2017-10;2017-10;2208;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2208&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;1500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Oui;FIN;2015-01;2015-06;2015-07;2017-10;2017-10;;"{""coordinates"": [2.40700000004328, 48.85799999975731], ""type"": ""Point""}";48.85799999975731, 2.40700000004328
4903;Embellir les cours des écoles du 18e arrondissement / Ecole 22;Embellir les cours des écoles du 18e arrondissement;2015;Education et jeunesse;Direction des Affaires Scolaires;Régie;1 Place Jules Joffrin;75018;2.3447;48.8923;oui;41;FIN;2016-01;2016-05;2016-07;2018-01;2018-06;1879;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1879&portlet_id=158;Direction des Affaires Scolaires;800000;Budget participatif d’arrondissement;1 Place Jules Joffrin;75018;Oui;FIN;2016-01;2016-05;2016-07;2018-01;2018-06;;"{""coordinates"": [2.344700000350799, 48.89229999996076], ""type"": ""Point""}";48.89229999996076, 2.344700000350799
4916;Embellir les cours des écoles du 18e arrondissement / Ecole 35;Embellir les cours des écoles du 18e arrondissement;2015;Education et jeunesse;Direction des Affaires Scolaires;Régie;1 Place Jules Joffrin;75018;2.3447;48.8923;oui;41;FIN;2016-01;2016-05;2016-07;2018-01;2018-06;1879;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1879&portlet_id=158;Direction des Affaires Scolaires;800000;Budget participatif d’arrondissement;1 Place Jules Joffrin;75018;Oui;FIN;2016-01;2016-05;2016-07;2018-01;2018-06;;"{""coordinates"": [2.344700000350799, 48.89229999996076], ""type"": ""Point""}";48.89229999996076, 2.344700000350799
4931;Du matériel de nettoiement silencieux et non polluant Balayeuses Ramasseuses électriques 3;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2016-02;2016-03;2016-04;2016-12;2017-04;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
4935;Du matériel de nettoiement silencieux et non polluant Aspirateur Glutton 020 4;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2017-04;;;;2017-12;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
4962;matériel de nettoiement silencieux et non polluant Souffleuses électriques 021 28;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2017-04;;;;2017-12;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
4968;matériel de nettoiement silencieux et non polluant Souffleuses électriques 021 34;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2017-04;;;;2017-12;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
4974;matériel de nettoiement silencieux et non polluant Souffleuses électriques 021 40;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2017-04;;;;2017-12;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
5008;matériel de nettoiement silencieux et non polluant Souffleuses électriques 021 74;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2017-04;;;;2017-12;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
5022;matériel de nettoiement silencieux et non polluant Souffleuses électriques 021 88;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2017-04;;;;2017-12;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
5036;matériel de nettoiement silencieux et non polluant Souffleuses électriques 021 102;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2017-04;;;;2017-12;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
5039;matériel de nettoiement silencieux et non polluant Souffleuses électriques 021 105;Du matériel de nettoiement silencieux et non polluant;2015;Propreté;Direction de la Propreté et de l’Eau;Régie;4 place de l' Hotel de Ville - Esplanade de la Libération;75004;2.3511;48.8568;non;117;FIN;2017-04;;;;2017-12;1973;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1973&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-02;2016-03;2016-04;2016-12;2017-12;;"{""coordinates"": [2.3511000004327993, 48.85680000019793], ""type"": ""Point""}";48.85680000019793, 2.3511000004327993
5102;DOUDEAUVILLE (7) ELEM;Pour que toutes les écoles du 18e aient des outils numériques innovants;2016;Education et jeunesse;Direction des Affaires Scolaires;Régie;7 RUE DOUDEAUVILLE;75018;2.3587;48.8889;oui;65;FIN;2017-01;2017-04;2017-06;2017-12;2017-12;2630;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003504;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2630&portlet_id=158;Direction des Affaires Scolaires;750000;Budget participatif d’arrondissement;1 Place Jules Joffrin;75018;Non;FIN;2017-01;2017-04;2017-06;2017-12;2017-12;;"{""coordinates"": [2.358699999848714, 48.88889999963286], ""type"": ""Point""}";48.88889999963286, 2.358699999848714
5160;Collège Gustave Flaubert;Mieux concevoir les lieux de détente au collège;2016;Education et jeunesse;Direction des Affaires Scolaires;;76, Avenue d'ivry;75013;2.36316;48.82472;oui;88;FIN;2018-12;2019-03;2019-04;2019-12;2019-11;2405;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002900;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2405&portlet_id=158;Direction des Affaires Scolaires;55000;Budget participatif d’arrondissement;8 Rue Albert Bayet;75013;Non;FIN;2018-12;2019-03;2019-04;2019-12;2019-11;;"{""coordinates"": [2.3631599999855424, 48.82472000019632], ""type"": ""Point""}";48.82472000019632, 2.3631599999855424
5171;Instrumenthèque Bibliothèque Hergé;#MusiquePourTous;2017;Culture et patrimoine;Direction des Affaires Culturelles;;2, Rue du Département;75019;2.36723;48.88502;oui;53;FIN;2019-01;2019-02;2019-06;2019-10;2019-10;3801;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002793;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3801&portlet_id=158;Direction des Affaires Culturelles;3500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Oui;FIN;2017-11;2018-06;2018-10;2019-10;2020-10;;"{""coordinates"": [2.3672300001341458, 48.885020000418606], ""type"": ""Point""}";48.885020000418606, 2.3672300001341458
